# x_m, y_m, w_tr_right_m, w_tr_left_m
-7.193851011765059589e+00;1.210929853696380148e-01;4.000000000000000000e+00;4.000000000000000000e+00
-7.124625154924373760e+00;5.885372179864047093e-02;4.000000000000000000e+00;4.000000000000000000e+00
-7.053738189446117524e+00;-3.386870531021467354e-05;4.000000000000000000e+00;4.000000000000000000e+00
-6.981251503970166361e+00;-5.587339712705399059e-02;4.000000000000000000e+00;4.000000000000000000e+00
-6.907225755554178726e+00;-1.089572252433075178e-01;4.000000000000000000e+00;4.000000000000000000e+00
-6.831720869673572061e+00;-1.595664656226641331e-01;4.000000000000000000e+00;4.000000000000000000e+00
-6.754796040221537901e+00;-2.079709816255937704e-01;4.000000000000000000e+00;4.000000000000000000e+00
-6.676509729509038316e+00;-2.544293874044428194e-01;4.000000000000000000e+00;4.000000000000000000e+00
-6.596919668264802361e+00;-2.991890479034345351e-01;4.000000000000000000e+00;4.000000000000000000e+00
-6.516082855635343840e+00;-3.424860788586684412e-01;4.000000000000000000e+00;4.000000000000000000e+00
-6.434055559184931106e+00;-3.845453467981213569e-01;4.000000000000000000e+00;4.000000000000000000e+00
-6.350893314895615482e+00;-4.255804690416460367e-01;4.000000000000000000e+00;4.000000000000000000e+00
-6.266650927167205509e+00;-4.657938137009719481e-01;4.000000000000000000e+00;4.000000000000000000e+00
-6.181382468817293585e+00;-5.053764996797056597e-01;4.000000000000000000e+00;4.000000000000000000e+00
-6.095141281081239093e+00;-5.445083966733295089e-01;4.000000000000000000e+00;4.000000000000000000e+00
-6.007979973612170177e+00;-5.833581251692036007e-01;4.000000000000000000e+00;4.000000000000000000e+00
-5.919950424480985518e+00;-6.220830564465636980e-01;4.000000000000000000e+00;4.000000000000000000e+00
-5.831103780176357887e+00;-6.608293125765223319e-01;4.000000000000000000e+00;4.000000000000000000e+00
-5.741490455604726151e+00;-6.997317664220692457e-01;4.000000000000000000e+00;4.000000000000000000e+00
-5.651160134090308595e+00;-7.389140416380699516e-01;4.000000000000000000e+00;4.000000000000000000e+00
-5.560161767375082498e+00;-7.784885126712675074e-01;4.000000000000000000e+00;4.000000000000000000e+00
-5.468543575618806329e+00;-8.185563047602807396e-01;4.000000000000000000e+00;4.000000000000000000e+00
-5.376353047399001106e+00;-8.592072939356054651e-01;4.000000000000000000e+00;4.000000000000000000e+00
-5.283636939710964597e+00;-9.005201070196144908e-01;4.000000000000000000e+00;4.000000000000000000e+00
-5.190441277967765110e+00;-9.425621216265560598e-01;4.000000000000000000e+00;4.000000000000000000e+00
-5.096811356000239712e+00;-9.853894661625566265e-01;4.000000000000000000e+00;4.000000000000000000e+00
-5.002791736056996896e+00;-1.029047019825618081e+00;4.000000000000000000e+00;4.000000000000000000e+00
-4.908426248804413028e+00;-1.073568412605619748e+00;4.000000000000000000e+00;4.000000000000000000e+00
